Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
Crane Creek Wind Energy Center,43.397778,-92.473611,0.3005,99,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Cranell Wind Farm LLC,28.197778,-97.444953,,220,TX,"Electric Reliability Council of Texas, Inc."
Crazy Mountain Wind LLC,45.772,-110.206,,80,MT,NorthWestern Energy (NWMT)
Crescent Ridge,41.25,-89.5708,0.30736,53,IL,"PJM Interconnection, LLC"
Crescent Ridge II Wind Energy Project,41.221389,-89.601666,,57.8,IL,"PJM Interconnection, LLC"
"Creston Ridge II, LLC",41.677,-97.391,0.50548,6.9,NE,Southwest Power Pool
Creston Ridge Wind Farm,41.678,-97.386,0.48919,6.8,NE,Southwest Power Pool
Criterion,39.4047,-79.29,0.31705,70,MD,"PJM Interconnection, LLC"
Crocker Wind Farm,45.051544,-97.826423,,200,SD,"Midcontinent Independent Transmission System Operator, Inc.."
Crofton Bluffs Wind LLC,42.698333,-97.58,0.4529,40,NE,Southwest Power Pool
"Crosby County Wind Farm, LLC",33.713671,-101.433811,,120,TX,"Electric Reliability Council of Texas, Inc."
Cross Winds Energy Park,43.610278,-83.485556,0.36281,155,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Crossing Trails Wind Farm,39.046623,-102.822377,,104,CO,Western Area Power Administration - Rocky Mountain Region
Crossroads Wind Farm,36.035,-98.722222,0.3778,227,OK,Southwest Power Pool
Crosswind Energy Project,43.0475,-94.9228,0.33839,21,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Crowned Ridge Wind Energy Center,45.154947,-96.836839,,200,SD,"Midcontinent Independent Transmission System Operator, Inc.."
Crystal Lake 3 LLC,43.3192,-93.8836,0.35089,66,IA,"Midcontinent Independent Transmission System Operator, Inc.."
CTV Power Purchase Contract Trust,35.0583,-118.3083,0.29313,4.6,CA,California Independent System Operator
Cumberland Rose,41.226944,-94.434722,0.40375,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Danielson Wind Farms LLC,45.071667,-94.752222,0.2338,20,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Day County Wind LLC,45.215,-97.9056,0.4573,99,SD,Southwest Power Pool
"Deerfield Wind Energy, LLC",43.941851,-82.898675,0.40803,149,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Deerfield Wind LLC,42.877215,-72.993721,0.3391,30,VT,ISO New England Inc.
Delta Wind Farm,64.013889,-145.596667,0.27025,1.9,AK,Alaska Miscellaneous
Dempsey Ridge Wind Farm,35.529778,-99.814456,0.18286,224,OK,Southwest Power Pool
Dept of Corrections NCCI Wind,42.572222,-71.944722,0.24768,3.4,MA,ISO New England Inc.
Dermott Wind,32.863769,-100.975128,0.45003,253,TX,"Electric Reliability Council of Texas, Inc."
Desert Meadow Windfarm,43.056622,-115.452025,0.29849,23,ID,Idaho Power Company
Desert Sky,30.9178,-102.0867,0.28778,167.7,TX,"Electric Reliability Council of Texas, Inc."
"Desert Wind Farm, LLC",36.31,-76.42,0.29789,208,NC,"PJM Interconnection, LLC"
DeWind Frisco,36.498514,-101.605278,0,20,TX,Southwest Power Pool
Diablo Winds LLC,37.763653,-121.614392,0.40145,18,CA,California Independent System Operator
"Diamond Vista Wind Project, LLC",38.56564,-97.040628,,299.3,KS,Southwest Power Pool
Diamond Willow Wind Facility,46.2753,-104.1836,0.32654,30,MT,"Midcontinent Independent Transmission System Operator, Inc.."
Difwind Farms Ltd I,33.898856,-116.57281,0.1094,7.3,CA,California Independent System Operator
Difwind Farms Ltd II,33.893685,-116.567811,0.02902,5.5,CA,California Independent System Operator
Difwind Farms Ltd V,33.887401,-116.578231,0.08579,11.7,CA,California Independent System Operator
Difwind Farms Ltd VI,35.0506,-118.1714,0.14679,27.1,CA,California Independent System Operator
Difwind Farms Ltd VII,37.7581,-121.5253,,24,CA,California Independent System Operator
Difwind Farms Ltd VIII,35.0506,-118.1714,,15,CA,California Independent System Operator
Dillon Wind LLC,33.9393,-116.5527,0.37207,45,CA,California Independent System Operator
Dinosaur Point,37.0478,-121.1708,0.06216,17.4,CA,California Independent System Operator
DL Windy Acres LLC,43.651389,-95.368611,0.29087,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Dodge County Wind,44.005633,-92.950393,,170,MN,"Midcontinent Independent Transmission System Operator, Inc.."
DOE Golden NWTC Turbine Side,39.9139,-105.2153,0.00108,8.8,CO,Public Service Company of Colorado
Dolan Springs,35.61,-114.26,,300,AZ,Western Area Power Administration - Desert Southwest Region
Drift Sand Wind Project LLC,34.827778,-97.957222,0.471,108,OK,Southwest Power Pool
Dry Lake Wind II LLC,34.6062,-110.1734,0.19907,65.1,AZ,Arizona Public Service Company
Dry Lake Wind LLC,34.6596,-110.2842,0.20032,63,AZ,Salt River Project
Dunlap,42.043611,-106.160278,0.40301,111,WY,PacifiCorp - East
Durbin Creek Windfarm (Burnt River),44.353056,-117.323056,0.3185,10,OR,Idaho Power Company
Dutch Hill Wind Project,42.5456,-77.4967,0.22352,37.5,NY,New York Independent System Operator
Dutch Wind Energy,33.8942,-116.5603,0.29827,8,CA,California Independent System Operator
Dyer Road,37.7392,-121.4322,,10.5,CA,California Independent System Operator
"East Fork Wind Project, LLC",39.306,-101.0744,,195.8,KS,Southwest Power Pool
East Winds Project,33.890913,-116.541515,0.28253,3,CA,California Independent System Operator
Easter,34.668882,-102.351727,,300,TX,"Electric Reliability Council of Texas, Inc."
Eastridge Wind Project,43.9358,-95.9222,0.26319,10.4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
EC&R Panther Creek Wind Farm I,32.100823,-101.451385,0.38122,142.5,TX,"Electric Reliability Council of Texas, Inc."
EC&R Panther Creek Wind Farm II,31.9361,-101.2983,0.36608,115.5,TX,"Electric Reliability Council of Texas, Inc."
EC&R Panther Creek Wind Farm III,31.9925,-101.1167,0.33286,199.5,TX,"Electric Reliability Council of Texas, Inc."
EC&R Papalote Creek I LLC,27.9386,-97.4586,0.33727,180,TX,"Electric Reliability Council of Texas, Inc."
EC&R Papalote Creek II LLC,27.9958,-97.2967,0.33838,200.1,TX,"Electric Reliability Council of Texas, Inc."
Echo Wind Park,43.8825,-83.161389,0.27602,162,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Eclipse Wind Farm,41.554651,-94.685004,0.36448,200.1,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Ecogen Wind,42.586944,-77.3125,,79.5,NY,New York Independent System Operator
EcoGrove Wind LLC,42.451481,-89.878428,0.2674,100.5,IL,"PJM Interconnection, LLC"
EDF Renewable Windfarm V Inc,38.1167,-121.8333,0.02566,15.5,CA,California Independent System Operator
Edom Hills Project 1 LLC,33.881667,-116.460278,0.13853,31,CA,California Independent System Operator
Ekola Flats,41.932405,-106.35843,,250.9,WY,PacifiCorp - East
El Cabo Wind,34.651111,-105.461667,0.39243,298,NM,Public Service Company of New Mexico
El Campo Wind,33.732181,-99.726392,,242.8,TX,"Electric Reliability Council of Texas, Inc."
El Paso Wind Project,40.72,-89.082777,,80,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Elbow Creek Wind Project LLC,32.1408,-101.3986,0.2924,121.9,TX,"Electric Reliability Council of Texas, Inc."
Electra Wind Farm,34.102943,-99.118746,0.46616,230,TX,"Electric Reliability Council of Texas, Inc."
Elk City LLC,35.4642,-99.8983,0.41252,198.1,OK,Southwest Power Pool
Elk River Wind,37.5797,-96.5503,0.34256,150,KS,Southwest Power Pool
Elk Wind Farm,42.583889,-91.370833,0.36278,40.8,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Elkhorn Ridge Wind LLC,42.6978,-97.6189,0.33094,81,NE,Southwest Power Pool
Elkhorn Valley Wind Farm,45.085221,-117.816273,0.35644,100.7,OR,Idaho Power Company
Elm Creek Wind II LLC,43.6848,-94.8799,0.27678,148.8,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Elm Creek Wind LLC,43.7542,-94.9497,0.33194,99,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Emmons-Logan Wind, LLC",46.373013,-100.051111,,300,ND,"Midcontinent Independent Transmission System Operator, Inc.."
English Farms,41.57,-92.40718,,169.9,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Ensign Wind LLC,37.614473,-100.278666,0.51237,98.9,KS,Southwest Power Pool
Eolos Wind Energy Research Field Station,44.728333,-93.048056,0.12767,2.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Equity Industrial Turbines,42.625649,-70.656489,0.18927,4,MA,ISO New England Inc.
ESI Project,37.739167,-121.432222,,1.2,CA,California Independent System Operator
"Euclid Farm, Stamco N-54",41.602222,-81.496944,0.09521,1,OH,"PJM Interconnection, LLC"
Eurus Combine Hills Turbine Ranch 2,45.943,-118.591,0.3066,63,OR,Bonneville Power Administration
Eva Creek Wind,64.058333,-148.9,0.30401,24.6,AK,Alaska Miscellaneous
EXC Wind 10,35.8081,-101.9986,0.21751,10,TX,Southwest Power Pool
EXC Wind 11,35.8119,-101.9789,0.25264,10,TX,Southwest Power Pool
EXC Wind 4,36.4144,-101.3864,0.27991,79.8,TX,Southwest Power Pool
EXC Wind 5,36.4453,-101.8761,0.23373,10,TX,Southwest Power Pool
EXC Wind 6,36.4669,-101.8222,0.24049,10,TX,Southwest Power Pool
EXC Wind 7,36.0264,-101.9,0.27756,10,TX,Southwest Power Pool
EXC Wind 8,36.0075,-101.8614,0.27111,10,TX,Southwest Power Pool
EXC Wind 9,35.9614,-101.8033,0.26501,10,TX,Southwest Power Pool
Fair Wind,39.404564,-79.291143,0.41393,30,MD,"PJM Interconnection, LLC"
Fairfield Wind,47.723333,-111.965278,0.31485,10,MT,NorthWestern Energy (NWMT)
Fairhaven Wind,41.639061,-70.873372,0.23094,3,MA,ISO New England Inc.
Fairmont Wind,43.575,-94.446667,0.29416,5.4,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Farmers City Wind LLC,40.575,-95.5228,0.2435,146,MO,"Midcontinent Independent Transmission System Operator, Inc.."
Fenner Wind,42.988989,-75.762536,0.205,30,NY,New York Independent System Operator
Fenton Wind Farm,43.852778,-96.018333,0.35867,205.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Fey Windfarm LLC,44.0364,-96.0736,0.29903,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Findlay Wind Farm,41.101219,-83.644394,0.28436,3,OH,"PJM Interconnection, LLC"
Fire Island Wind,61.13,-150.243611,0.3287,18,AK,Chugach Electric Assn Inc
Flat Ridge 2 Wind Energy LLC,37.366509,-98.261077,0.4523,470.4,KS,Southwest Power Pool
Flat Ridge Wind Energy LLC,37.3764,-98.4583,0.2985,49.7,KS,Southwest Power Pool
Flat Ridge Wind Farm,37.369167,-98.460278,0.33051,50,KS,Southwest Power Pool
Flat Top Wind I,31.684511,-98.603358,0.36249,200,TX,"Electric Reliability Council of Texas, Inc."
Flat Water Wind Farm LLC,40.0011,-95.9289,0.33413,70.5,NE,Southwest Power Pool
Florence Hills LLC,44.2297,-96.225,0.29873,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Fluvanna,32.931944,-101.143611,0.4416,155.4,TX,"Electric Reliability Council of Texas, Inc."
Flying Cloud Power Partners LLC,43.3897,-95.2997,0.31767,43.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Foard City Wind,33.915315,-99.740278,,352.8,TX,"Electric Reliability Council of Texas, Inc."
Fontanelle,41.338889,-94.57,0.33562,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Foote Creek I,41.6283,-106.2013,0.36787,41.4,WY,PacifiCorp - East
Foote Creek II,41.657539,-106.189183,0.37601,1.8,WY,PacifiCorp - East
Foote Creek III,41.666469,-106.183278,0.32702,24.8,WY,PacifiCorp - East
Foote Creek IV,41.6744,-106.1805,0.35494,16.8,WY,PacifiCorp - East
Forest Creek Wind Farm LLC,32.039,-101.22,0.33742,124.2,TX,"Electric Reliability Council of Texas, Inc."
Fort Hays State University Wind Farm,38.874316,-99.405214,0.44521,4,KS,Southwest Power Pool
Forward Wind Energy Center,43.6161,-88.4969,0.16635,129,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Forward Windpower LLC,40.0853,-78.8633,0.24223,29.4,PA,"PJM Interconnection, LLC"
Fossil Gulch,42.858056,-114.949444,0.28521,10.5,ID,Idaho Power Company
Foundation AB,38.232222,-122.092778,0.19642,1.5,CA,California Independent System Operator
Foundation California Training Facility,36.464,-121.382,0.07268,1.8,CA,California Independent System Operator
Foundation CDCR LAC,34.691,-118.221,0.25643,1.9,CA,California Independent System Operator
Foundation Cemex BMQ,34.623056,-117.1125,0.1253,3,CA,California Independent System Operator
Foundation Cemex Madison,38.692778,-121.9325,0.19418,1,CA,California Independent System Operator
Foundation Cemex River Plant,34.561944,-117.307222,0.10484,3.2,CA,California Independent System Operator
Foundation Dole Fresh Vegetables,36.459294,-121.350083,,5.6,CA,California Independent System Operator
Foundation IE,34.084722,-117.529444,0.04509,1,CA,California Independent System Operator
Foundation Mann Packing,36.504,-121.454,,1.8,CA,California Independent System Operator
Foundation NWNA,33.914167,-116.749167,0.26963,5.1,CA,California Independent System Operator
Foundation RRM,33.917222,-116.815,0.54732,2,CA,California Independent System Operator
Foundation SaIinas Valley State Prison,36.474,-121.371,0.04864,1.8,CA,California Independent System Operator
Foundation Scheid Vineyards,36.274508,-121.191589,0.22903,1.9,CA,California Independent System Operator
Foundation ST,37.714167,-121.521666,0.15194,2,CA,California Independent System Operator
Foundation Superior Farms,38.42,-121.818056,0.18174,1,CA,California Independent System Operator
Foundation Wal-Mart Red Bluff,40.111111,-122.193889,0.18699,1,CA,California Independent System Operator
Four Corners Windfarm LLC,45.7286,-119.4181,0.3286,10,OR,PacifiCorp - West
Four Mile Canyon Windfarm LLC,45.6447,-119.4533,0.31188,10,OR,PacifiCorp - West
Fourmile Ridge,39.641111,-79.011111,0.37238,40,MD,"PJM Interconnection, LLC"
Fowler Ridge IV Wind Farm LLC,40.620556,-87.378056,0.32117,150,IN,"PJM Interconnection, LLC"
Fowler Ridge Wind Farm LLC,40.583889,-87.3336,0.25264,600.3,IN,"PJM Interconnection, LLC"
Fox Island Wind LLC,44.094167,-68.865833,0.2693,4.5,ME,ISO New England Inc.
"Foxtail Wind, LLC",46.098211,-98.880073,,150,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Ashtabula Wind LLC,47.1294,-97.8853,0.36938,148.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Burleigh County Wind,47.1167,-100.7333,0.31789,49.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Crystal Lake Wind II LLC,43.273731,-93.800002,0.29493,200,IA,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Crystal Lake Wind LLC,43.2125,-93.8311,0.35008,150,IA,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Illinois Wind LLC,41.7678,-88.8867,0.30373,237.5,IL,"PJM Interconnection, LLC"
FPL Energy Montezuma Winds LLC,38.163581,-121.79661,0.30482,36.8,CA,California Independent System Operator
FPL Energy North Dakota Wind I/II,46.327169,-98.898356,0.26837,61.5,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Oliver Wind I LLC,47.152847,-101.197716,0.33127,50.6,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Oliver Wind II LLC,47.152847,-101.197716,0.35066,48,ND,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Story Wind LLC,42.1044,-93.2722,0.34046,150,IA,"Midcontinent Independent Transmission System Operator, Inc.."
FPL Energy Vansycle LLC (OR),46.01279,-118.816246,0.26644,122.8,OR,Bonneville Power Administration
FPL Energy Vansycle LLC (WA),46.06,-118.917,0.2478,176.9,WA,Bonneville Power Administration
Franklin County Wind Farm,42.606737,-93.336453,0.35382,99,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Frontier Windpower,36.838884,-97.181015,0.37256,200,OK,Southwestern Power Administration
Frontier Windpower II,36.82478,-97.029777,,351.8,OK,Southwest Power Pool
Future Generation Wind,41.774444,-70.615833,0.259,8,MA,ISO New England Inc.
G Flow Wind LLC,43.586111,-95.776111,0.25395,1.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
G McNeilus Wind Farm Dodge Center,43.978486,-92.851078,0.22705,43,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Galactic Wind,43.101605,-89.331855,0.22597,9.9,WI,"Midcontinent Independent Transmission System Operator, Inc.."
"Gallegos Wind Farm, Phase 1",36.593333,-103.614444,,180,NM,Public Service Company of New Mexico
Garden Wind LLC,42.224436,-93.373625,0.39247,150,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Garnet Wind Energy Center,33.9053,-116.5825,0.27857,6.5,CA,California Independent System Operator
"Garrison Butte Wind, LLC",47.453217,-101.648706,,150,ND,"Midcontinent Independent Transmission System Operator, Inc.."
GE - Tehachapi,35.155278,-118.369444,0.0509,8.7,CA,California Independent System Operator
GE-Lubbock,33.59145,-102.056875,,5.3,TX,Southwest Power Pool
Geneseo,41.451494,-90.148547,0.02595,33.6,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Georgia Mountain Community Wind Farm,44.661667,-73.07,0.302,10,VT,ISO New England Inc.
Gichi Noodin Wind Farm,45.683618,-86.645742,,72.8,MI,"Midcontinent Independent Transmission System Operator, Inc.."
GL Wind,43.991667,-91.877777,0.14744,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Glacier Hills,43.563889,-89.148056,0.24667,162,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Glaciers Edge Wind Project,42.862,-95.772,,202.7,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Glen Ullin Energy Center,46.964077,-101.816495,,106.7,ND,"Midcontinent Independent Transmission System Operator, Inc.."
Glenmore Turbines,44.3556,-87.9839,,1.2,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Glenrock,43.0181,-105.835278,0.34863,138,WY,PacifiCorp - East
Goat Wind LP,31.951944,-100.791389,0.31592,149.6,TX,"Electric Reliability Council of Texas, Inc."
Golden Acorn Casino,32.702107,-116.354587,0.46941,1,CA,California Independent System Operator
Golden Hills North Wind Energy Center,37.769189,-121.630163,0.45031,46,CA,California Independent System Operator
Golden Hills Wind,37.713311,-121.640353,0.40727,85.9,CA,California Independent System Operator
Golden Plains,43.430639,-94.016407,,198.8,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Golden Spread Panhandle Wnd Rch,35.243611,-102.21,0.42127,78.2,TX,Southwest Power Pool
Golden Valley Wind Park LLC,42.436804,-113.925536,0.31114,12,ID,Idaho Power Company
Golden West Power Partners LLC,38.935,-104.212,0.39682,250,CO,Public Service Company of Colorado
Goldthwaite Wind Energy Facility,31.383333,-98.466667,0.4186,150,TX,"Electric Reliability Council of Texas, Inc."
Goodnight,35.093889,-101.326111,,500,TX,"Electric Reliability Council of Texas, Inc."
Goodnoe Hills,45.781825,-120.521151,0.27994,94,WA,PacifiCorp - West
Goodwell Wind Project LLC,36.541389,-101.565556,0.50697,200,OK,Southwest Power Pool
Gopher Creek Wind Farm,32.875073,-101.208955,,158,TX,"Electric Reliability Council of Texas, Inc."
Gordon Butte Wind LLC,46.411944,-110.337777,0.46043,9.6,MT,NorthWestern Energy (NWMT)
Goshen Phase II,43.467057,-111.836381,0.34233,124.5,ID,PacifiCorp - East
GPS Cabazon Wind LLC,33.914986,-116.71026,0.18692,38.9,CA,California Independent System Operator
"Grady Wind Energy Center, LLC",34.734142,-103.092227,,220.5,NM,Public Service Company of New Mexico
Grand Meadow,43.7189,-92.705,0.30766,100.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Grand Ridge Wind Energy Center,41.2269,-88.6836,0.12915,210,IL,"PJM Interconnection, LLC"
Grande Prairie Wind Farm,42.608056,-98.428333,0.43014,400,NE,Southwest Power Pool
Grandview Wind Farm III LLC,35.313056,-101.274444,,188,TX,"Electric Reliability Council of Texas, Inc."
"Grandview Wind Farm, LLC",35.238333,-101.310833,0.51024,211.2,TX,"Electric Reliability Council of Texas, Inc."
Granite Reliable Power,44.704444,-71.2925,0.24703,99,NH,ISO New England Inc.
Grant County Wind LLC,45.8033,-95.8844,0.30892,20,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"Grant Plains Wind, LLC",36.9708,-97.7053,0.41676,147.2,OK,Southwest Power Pool
"Grant Wind, LLC",36.927071,-97.696331,0.42514,151.8,OK,Southwest Power Pool
Gratiot County Wind LLC,43.408056,-84.462222,0.29643,110.4,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Gratiot Wind Park,43.433889,-84.4975,0.2685,102,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Gray County Wind Energy,37.613256,-100.378197,0.2599,112,KS,Southwest Power Pool
Great Plains Windpark LLC,36.4964,-101.3917,0.33123,114,TX,Southwest Power Pool
"Great Western Wind Energy, LLC",36.166503,-99.596006,0.49933,225,OK,Southwest Power Pool
Green Acres Breeze LLC,43.586111,-95.780278,0.25395,1.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Green Energy Machine,41.373,-94.754,0.45535,1.7,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Green Pastures Wind I,33.628222,-99.411169,0.42217,150,TX,"Electric Reliability Council of Texas, Inc."
Green Pastures Wind II,33.645964,-99.532944,0.38733,150,TX,"Electric Reliability Council of Texas, Inc."
Green Power I,33.9014,-116.7167,0.11537,16.5,CA,California Independent System Operator
Green River Wind Farm,41.620264,-89.557033,,212,IL,"PJM Interconnection, LLC"
Greenback Energy,44.0208,-96.4331,0.27592,1.7,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Greenfield Wind,41.29,-94.485,0.40111,1.6,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Greenfield Wind - MT,47.723,-111.963,0.36527,25,MT,NorthWestern Energy (NWMT)
Greensburg,37.5499,-99.3444,0.36816,12.5,KS,Southwest Power Pool
Griffin Trail Wind,33.609313,-99.58229,,225.6,TX,"Electric Reliability Council of Texas, Inc."
Grizzly Wind LLC,45.814,-109.317,,80,MT,NorthWestern Energy (NWMT)
Groton Wind LLC,43.7681,-71.8189,0.25028,48,NH,ISO New England Inc.
GSG LLC,41.643611,-89.173056,0.27851,80,IL,"PJM Interconnection, LLC"
Gunsight Mountain Wind Energy LLC,32.240278,-101.473611,0.4819,120,TX,"Electric Reliability Council of Texas, Inc."
Hackberry Wind Farm,32.7683,-99.4228,0.24925,165.6,TX,"Electric Reliability Council of Texas, Inc."
Hadley Ridge LLC,44.2253,-96.235,0.30942,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Hale Community Wind Farm,33.927778,-101.742222,,718,TX,Southwest Power Pool
Hammett Hill Windfarm,43.006133,-115.463289,0.28284,23,ID,Idaho Power Company
Hancock County Wind Energy Center,43.052758,-93.629956,0.27077,98,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Hancock Wind Plant,44.760833,-68.146944,0.31528,51,ME,ISO New England Inc.
Happy Jack Windpower Project,41.139722,-104.997778,0.31185,29.4,WY,Western Area Power Administration UGP West
Harbor Wind LLC,27.832222,-97.440278,0.15217,9,TX,"Electric Reliability Council of Texas, Inc."
Hardin Hilltop Wind LLC,42.0822,-94.365,0.31762,14.7,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Hardscrabble Wind Power LLC,43.112222,-74.878888,0.26721,74,NY,New York Independent System Operator
Harpster Wind,40.718292,-83.22865,0.2481,1.5,OH,"PJM Interconnection, LLC"
Harvest,43.83,-83.2064,0.24075,52.8,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Harvest 2,43.8556,-83.1669,0.37266,59.4,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Harvest Wind Energy Project,40.874903,-86.516069,,600,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Harvest Wind Project,45.8131,-120.3475,0.2923,98.9,WA,Bonneville Power Administration
Hatchet Ridge Wind Project,40.8981,-121.8036,0.2916,101.2,CA,California Independent System Operator
Haviland Plastic Products,41.016111,-84.5875,0.33181,4.5,OH,"PJM Interconnection, LLC"
Hawi Wind Farm,20.257252,-155.850382,0.36842,10.6,HI,Hawaii Miscellaneous
Hawkeye Power Partners LLC,43.047222,-93.4775,0.21222,42,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Hawkeye Wind Farm,42.948889,-92.062222,0.41541,35,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Hay Canyon Wind Power LLC,45.52,-120.5744,0.23345,100.8,OR,Avangrid Renewables LLC
Headwaters Wind Farm II LLC,40.051694,-85.206694,,200,IN,"PJM Interconnection, LLC"
Headwaters Wind Farm LLC,40.066667,-85.013333,0.37127,200,IN,"PJM Interconnection, LLC"
Heartland Community College,40.537,-89.019,0.31359,1.7,IL,"Midcontinent Independent Transmission System Operator, Inc.."
"Heartland Divide Wind Project, LLC",41.71138,-94.80199,0.00677,103.5,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Helzel & Schwarzhoff 86,35.0925,-118.3952,0.1807,2.4,CA,California Independent System Operator
Helzel & Schwarzhoff 88 Wind Farm,35.0908,-118.3936,0.09932,1.8,CA,California Independent System Operator
Heritage Garden Wind Farm I LLC,45.795556,-86.533889,0.30753,28,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Hidalgo Wind Farm II,26.492862,-98.448267,,50.4,TX,"Electric Reliability Council of Texas, Inc."
Hidalgo Wind Farm LLC,26.465556,-98.411111,0.40315,250,TX,"Electric Reliability Council of Texas, Inc."
High Bridge Wind Project,42.433831,-75.421614,,100,NY,New York Independent System Operator
High Lonesome Mesa LLC,34.466667,-105.9625,0.30454,100,NM,Public Service Company of New Mexico
"High Lonesome Wind Power, LLC",31.171652,-101.881147,,449.5,TX,"Electric Reliability Council of Texas, Inc."
High Mesa,42.88,-115.036667,0.27539,40,ID,Idaho Power Company
High Plains,38.512676,-103.775562,0.314595,54.5,TX,Southwest Power Pool
High Prairie Wind Farm,40.398244,-92.518612,,400,MO,"Midcontinent Independent Transmission System Operator, Inc.."
High Sheldon Wind Farm,42.7794,-78.4269,0.25146,112,NY,New York Independent System Operator
High Trail Wind Farm LLC,40.4792,-88.7989,0.30386,198,IL,"PJM Interconnection, LLC"
High Winds LLC,38.1381,-121.8053,0.24332,162,CA,California Independent System Operator
Highland North Wind Farm,40.319561,-78.680633,0.31437,75,PA,"PJM Interconnection, LLC"
Highland Park Project,39.735278,-105.648611,,181,CO,Public Service Company of Colorado
Highland Wind Project (IA),43.080278,-95.656111,0.35139,502,IA,"Midcontinent Independent Transmission System Operator, Inc.."
Highland Wind Project (PA),40.3042,-78.6908,0.25347,62.5,PA,"PJM Interconnection, LLC"
Hilltop Power,43.912882,-96.193221,0.17123,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Hilltopper Wind Project,39.952927,-89.310249,,185,IL,"PJM Interconnection, LLC"
Hog Creek Wind Project,40.793073,-83.728714,0.33633,66,OH,"PJM Interconnection, LLC"
Holiday Hill Community Wind,42.212535,-72.871262,,5,MA,ISO New England Inc.
Homestead Wind LLC,39.905383,-89.998997,,50,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Hoopeston Wind LLC,40.399722,-87.799167,0.3696,98,IL,"Midcontinent Independent Transmission System Operator, Inc.."
Hoosier Wind Project LLC,40.7178,-87.2631,0.24602,106,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Hope Creek LLC,44.2275,-96.2192,0.27079,1.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Hopkins Ridge Wind,46.4211,-117.8331,0.2979,156.6,WA,Bonneville Power Administration
