Plant Name,Latitude,Longitude,Capacity Factor,Nameplate Capacity,State,Balancing Authority Name
Columbia 3,35.024722,-118.164167,0.28744,10,CA,California Independent System Operator
Columbia Bryson,33.429859,-82.196002,,1.4,GA,"Southern Company Services, Inc. - Trans"
Columbia City Solar Park,41.175519,-85.505304,,4.6,IN,"Midcontinent Independent Transmission System Operator, Inc.."
"Columbia Solar Energy, LLC",38.019671,-121.86506,0.23374,19.2,CA,California Independent System Operator
Columbia Solar Power Plant,29.882644,-82.696145,,74.9,FL,Duke Energy Florida Inc
Columbia University - Johnson Farms,41.379107,-74.263804,0.06524,2,NY,New York Independent System Operator
Columbia University - Minisink,41.293747,-74.554452,0.0585,2,NY,New York Independent System Operator
Columbus Solar Project,31.86673,-107.587513,0.30882,1.9,NM,Public Service Company of New Mexico
Comanche Solar,38.205278,-104.566667,0.28335,120,CO,Public Service Company of Colorado
Comer Solar,34.0942,-83.1439,0.23088,2,GA,"Southern Company Services, Inc. - Trans"
Commerce Solar,29.43445,-98.61765,,5,TX,"Electric Reliability Council of Texas, Inc."
Community Foodbank of NJ,40.697259,-74.212235,0.07088,1.1,NJ,"PJM Interconnection, LLC"
Community Solar 1,32.982778,-115.481944,0.23492,5.7,CA,Imperial Irrigation District
Con Dios Solar 11,34.26,-116.335278,,1.5,CA,California Independent System Operator
Con Dios Solar 3,34.259722,-116.340278,,1.5,CA,California Independent System Operator
Concord Farm,35.444235,-80.663641,0.10472,5.2,NC,Duke Energy Carolinas
Concord Solar Farm,42.444,-71.335,0.15137,1.5,MA,ISO New England Inc.
Conejos 1 Community Solar Array,37.195886,-105.982424,0.27549,1.5,CO,Public Service Company of Colorado
"Conetoe II Solar, LLC",35.822,-77.481,0.22278,80,NC,"PJM Interconnection, LLC"
Conetoe Solar,35.825182,-77.457772,0.23342,5,NC,"PJM Interconnection, LLC"
Coniglio Solar,33.404486,-96.082472,,135,TX,"Electric Reliability Council of Texas, Inc."
Conn Mun Electric Energy Coop,41.538324,-72.122544,0.14783,1,CT,ISO New England Inc.
Connell East LLC,40.666976,-74.407814,,1.4,NJ,"PJM Interconnection, LLC"
Conrath DPC Solar,45.36614,-91.0482,0.16884,1,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Constellation New Energy Inc,39.928889,-74.818056,0.16769,3.9,NJ,"PJM Interconnection, LLC"
Cookstown,35.436844,-77.973754,,5,NC,Duke Energy Progress West
"Coolidge Solar 1, LLC",43.424817,-72.665336,0.00185,19.6,VT,ISO New England Inc.
Cooperative Solar One,38.027241,-84.254726,0.18516,8.5,KY,"PJM Interconnection, LLC"
Copper Crossing Solar LLC,33.160601,-111.484011,0.2859,20,AZ,Salt River Project
Copper Mountain Solar 2,35.786389,-114.962778,0.2724,154,NV,California Independent System Operator
Copper Mountain Solar 3,35.889419,-114.957912,0.27481,255,NV,Los Angeles Department of Water and Power
"Copper Mountain Solar 4, LLC",35.78222,-114.975375,0.32177,93.6,NV,California Independent System Operator
Copperfield,35.340067,-79.991158,0,2,NC,Duke Energy Progress East
Coral Farms Solar Energy Center,29.756944,-81.897222,0.23537,74.5,FL,Florida Power & Light Company
Corcoran,36.102307,-119.566516,0.19583,1.1,CA,California Independent System Operator
Corcoran CSG,45.095757,-93.645011,,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Corcoran Solar,36.138333,-119.573333,0.2885,20,CA,California Independent System Operator
Corcoran Solar 2,36.141944,-119.581667,0.2899,19.8,CA,California Independent System Operator
Corcoran Solar 3,36.15042,-119.58542,0.29998,20,CA,California Independent System Operator
Cork Oak Solar,36.371,-77.571,0.1928,20,NC,"PJM Interconnection, LLC"
Cornell Geneva Solar Farm,42.866,-77.031,0.17529,2,NY,New York Independent System Operator
Cornell Snyder Road Solar Array,42.4975,-76.46,0.121,1.8,NY,New York Independent System Operator
Cornerstone Power Holmdel LLC,40.352222,-74.187778,0.14075,3,NJ,"PJM Interconnection, LLC"
Cornerstone Power Vineland I LLC,39.439722,-75.043889,0.17005,3.1,NJ,"PJM Interconnection, LLC"
Cornillie,45.46013,-92.89609,0.05811,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Corning Pharmaceutical Glass,39.496667,-75.018611,0.16662,2.3,NJ,"PJM Interconnection, LLC"
"Cornwall Solar Center, LLC",36.366944,-78.626111,0.20112,5,NC,Duke Energy Progress East
Coronal Lost Hills,35.726667,-119.905833,0.3004,20,CA,California Independent System Operator
Coronus Adelanto West 1,34.548056,-117.464444,0.09277,1.5,CA,California Independent System Operator
Coronus Adelanto West 2,34.548056,-117.464444,0.23767,1.5,CA,California Independent System Operator
Correctional Solar LLC,37.471464,-76.856859,0.18987,20,VA,"PJM Interconnection, LLC"
Corvus Community Solar,44.191352,-93.944002,0.00074,4.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
CoServ Community Solar Station,33.2706,-96.979168,0.1964,2,TX,"Electric Reliability Council of Texas, Inc."
CoTAL Solar Farm,30.37926,-84.353938,0.21423,20,FL,City of Tallahassee
"Cottage Grove CSG, LLC",44.842124,-92.873655,0.07669,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Cottage Grove Project CSG,44.7907,-92.8727,0.0513,4.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Cottage Street Solar Facility,42.145278,-72.538333,0.16285,3.2,MA,ISO New England Inc.
"Cotten Farm, LLC",35.528489,-79.198481,0.21797,5,NC,Duke Energy Progress East
Cotton Center Solar,33.034722,-112.661667,0.12353,34,AZ,Arizona Public Service Company
Cotton Solar,34.455,-79.410278,,16,SC,Duke Energy Progress East
"Cottonwood Solar, LLC (City of Corcoran)",36.134444,-119.554444,0.27313,12,CA,California Independent System Operator
"Cottonwood Solar, LLC (Goose Lake)",35.593611,-119.58,0.32591,12,CA,California Independent System Operator
"Cottonwood Solar, LLC Cottonwood Carport",38.129759,-122.568158,0.15936,1,CA,California Independent System Operator
"COU Solar I, LLC",44.7,-75.3,0.04026,1.5,NY,New York Independent System Operator
"Cougar Solar, LLC",35.462405,-79.180654,0.23882,1.9,NC,Duke Energy Progress East
County College of Morris,40.856667,-74.581389,0.13533,2.9,NJ,"PJM Interconnection, LLC"
"County Home Solar Center, LLC",35.263255,-81.508684,0.20713,2,NC,Duke Energy Carolinas
County Home Solar LLC,34.925452,-79.722852,0.03412,7.5,NC,Duke Energy Progress East
County of San Diego SBRC,32.63266,-117.07775,0.00184,1.3,CA,California Independent System Operator
County Route 11 Community Solar Farm,44.935,-73.677,,4.1,NY,New York Independent System Operator
Cove Mountain Solar,37.623123,-113.619219,,58,UT,PacifiCorp - East
Cove Mountain Solar 2,37.638602,-113.637097,,122,UT,PacifiCorp - East
"Coventry Photovoltaic, LLC",44.910152,-72.21975,0.11872,2.2,VT,ISO New England Inc.
Covington Solar Farm,36.31792,-97.58589,0.24539,10,OK,Southwest Power Pool
Coyote Ridge Community Solar,40.500969,-105.13143,0.23181,1.5,CO,Western Area Power Administration - Rocky Mountain Region
CPS 1 Community Solar,29.377966,-98.26922,0.20742,1,TX,"Electric Reliability Council of Texas, Inc."
Crafton Hills College Solar Farm,34.043056,-117.098889,0.07051,1.3,CA,California Independent System Operator
Cranbury,40.314722,-74.499167,0.144,5,NJ,"PJM Interconnection, LLC"
Crane Solar Facility,38.8164,-86.8842,0.18856,17,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Crater Community Solar,44.798733,-95.508331,0.20118,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Crawford Solar,35.10091,-79.72801,,5,NC,Duke Energy Carolinas
Crawfordsville 2 Solar Park,40.055753,-86.88841,,7.9,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Crawfordsville 3 Solar Park,40.078126,-86.896811,,4.8,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Crawfordsville 5 Solar Park,40.017668,-86.85987,,9.9,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Crawfordsville Solar Park 4,40.049684,-86.880819,,2.5,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Crayola Solar Project,40.760545,-75.238452,0.10437,2.8,PA,"PJM Interconnection, LLC"
Crazy Horse Solar Project,36.803269,-121.618971,,2,CA,California Independent System Operator
"Creech Solar 2, LLC",35.72196,-78.60434,0.15436,6.8,NC,Duke Energy Carolinas
Crescent Dunes Solar Energy,38.238889,-117.36361,0.17882,125,NV,Nevada Power Company
Crescent Valley Solar,40.335091,-116.635845,,149,NV,Nevada Power Company
Crestwood Solar Center LLC,36.353533,-78.584212,0.19815,5,NC,Duke Energy Progress East
"Creswell Alligood Solar, LLC",35.898889,-76.379444,0.24864,14,NC,"PJM Interconnection, LLC"
Crimson Solar,34.843246,-77.552241,,5,NC,Duke Energy Carolinas
Crittenden Solar Facility,38.751822,-84.613255,0.11792,2.7,KY,"PJM Interconnection, LLC"
Crockett Farm,35.230833,-77.5525,0.20447,5,NC,Duke Energy Progress East
Crooked Run,34.67704,-77.977497,,70.1,NC,Duke Energy Carolinas
Crossroads Solar,33.368886,-81.364969,,67.7,SC,South Carolina Electric & Gas Company
Crown Cooling Facility,32.967222,-115.5325,0.07443,1,CA,Imperial Irrigation District
Crux Community Solar,44.04006,-92.69318,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
"CS Murphy Point, LLC",34.989539,-84.166197,0.14053,1,NC,Duke Energy Carolinas
CSD 2 - Heritage High,37.921944,-121.755556,0.18282,1.3,CA,California Independent System Operator
CSD 2- Freedom High,37.969722,-121.719444,0.16189,1.1,CA,California Independent System Operator
CSU Fresno Solar Project,36.809841,-119.741665,0.14772,1,CA,California Independent System Operator
CSU Long Beach Lots 7 & 14,33.78104,-118.11357,0.19475,4.5,CA,California Independent System Operator
CSU Pueblo,38.306111,-104.58,0.21107,1,CO,Western Area Power Administration - Rocky Mountain Region
CSUF Nutwood Solar,33.87912,-117.8887,0.19178,1.9,CA,California Independent System Operator
CSUF State College,33.87912,-117.8887,0.17991,1,CA,California Independent System Operator
CU Solar Plant,39.741944,-83.816944,0.13965,1.8,OH,"PJM Interconnection, LLC"
Culpepper Solar,34.465864,-79.960442,,69.5,SC,Duke Energy Progress East
Cumberland Solar,45.511,-92.025,,2.5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
"Cumblerland Land Holdings, LLC",34.94974,-86.868053,0.00059,14.7,AL,Tennessee Valley Authority
"Cummins, Inc",42.08124,-79.36125,0.09498,2,NY,New York Independent System Operator
"Currin Solar, LLC",36.289625,-78.633283,0.18818,5.2,NC,Duke Energy Carolinas
Curtis Hill Solar CSG,42.175,-71.986,0.18345,2,MA,ISO New England Inc.
Cuyahoga County Landfill,41.443122,-81.751526,0.02743,3.7,OH,"PJM Interconnection, LLC"
"Cuyama Solar, LLC",34.901,-119.596,0.33269,40,CA,California Independent System Operator
Cyril,34.8981,-98.227872,0.23055,5,OK,Southwest Power Pool
Dadswell Solar,34.381325,-80.136819,,1,SC,Duke Energy Progress East
Dakota Solar,44.8235,-93.0352,,3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Dalton 2,34.718056,-84.931944,0.16797,6.5,GA,"Southern Company Services, Inc. - Trans"
Daniel Farm LLC,35.848889,-80.553611,0.19646,5,NC,Duke Energy Carolinas
Danville,36.660591,-79.29906,0.10771,6,VA,"PJM Interconnection, LLC"
"Darlington Solar, LLC",34.32,-79.917,0.22559,10,SC,Duke Energy Progress East
Dartmouth,41.676111,-70.996944,0.14956,6.3,MA,ISO New England Inc.
Dartmouth II Solar,41.680556,-71.030833,0.18025,2,MA,ISO New England Inc.
Dartmouth Landfill,41.581111,-70.998056,0.14164,1.3,MA,ISO New England Inc.
Dartmouth Solar,41.715804,-70.974448,0.15183,1.6,MA,ISO New England Inc.
Daum Solar,42.760799,-77.247333,,4,NY,New York Independent System Operator
"Davis Lane Solar, LLC",36.107345,-76.52924,0.20295,5,NC,"PJM Interconnection, LLC"
Davis Monthan AFB (AZ) West Airfield,32.17356,-110.899734,0.02298,12.6,AZ,Tucson Electric Power Company
Day Four Solar LLC,40.053,-74.556,,4.5,NJ,"PJM Interconnection, LLC"
Daystar Solar,35.035589,-77.202453,0.21091,5,NC,Duke Energy Carolinas
Dayton Cutoff Solar,45.17,-123.135,0.15006,2.2,OR,Portland General Electric Company
Daytona International Speedway Solar,29.17016,-81.064121,0.11487,1.6,FL,Florida Power & Light Company
DD Fayetteville Solar NC LLC,34.834444,-78.843611,0.11426,23.1,NC,Duke Energy Carolinas
DD Hay Road Solar 23 LLC,39.736708,-75.511747,0.11882,1.2,DE,"PJM Interconnection, LLC"
DDR Shoppers World,42.300745,-71.396228,0.14989,1.3,MA,ISO New England Inc.
DE Solar 10240 Old Dowd Rd,35.2458,-80.9967,0.11884,1.9,NC,Duke Energy Carolinas
DE Solar 1725 Drywall Dr,35.3261,-80.9967,0.15753,1,NC,Duke Energy Carolinas
DE Solar 657 Brigham Rd,36.1053,-79.9692,0.17562,1.3,NC,Duke Energy Carolinas
Debary Solar Power Plant,28.899548,-81.330856,,74.5,FL,Duke Energy Florida Inc
Decatur Co. Solar RES (IN),39.337893,-85.506398,0.16075,1.1,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Decatur County Solar Project,30.965,-84.626111,0.23329,20,GA,"Southern Company Services, Inc. - Trans"
"Decatur Parkway Solar Project, LLC",30.991944,-84.633889,0.24994,80,GA,"Southern Company Services, Inc. - Trans"
Deep Branch Farm,34.670842,-79.199375,0.19626,5,NC,Duke Energy Progress East
Deer Creek PV,40.51,-85.64,0.06479,2.5,IN,"PJM Interconnection, LLC"
Deer Park,40.760833,-73.193889,0.15256,2.5,NY,New York Independent System Operator
Deerfield CSG Solar,42.56288,-72.589186,0.09013,6,MA,ISO New England Inc.
Delano Land 1,35.761217,-119.344408,0.23356,1,CA,California Independent System Operator
Delco Farm,34.318997,-78.20905,0.18918,5,NC,Duke Energy Progress East
Delilah Road Landfill,39.416111,-74.543889,0.19016,8.5,NJ,"PJM Interconnection, LLC"
Delphinus Community Solar,45.618565,-94.088758,0.13767,2,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Delta Solar Power I,42.7,-84.701,0.08862,8.1,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Delta Solar Power II,42.707,-84.7,0.0527,15.9,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Dement Farm LLC,36.27,-78.348333,0.20034,5,NC,Duke Energy Progress East
Demille Solar Farm,43.040011,-83.333247,0.16037,28.4,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Deming Solar Energy Center,32.165833,-107.75056,0.25572,9,NM,Public Service Company of New Mexico
Deneb Community Solar,45.404139,-94.831075,,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Denison Solar Array,40.073337,-82.517957,0.16601,1.9,OH,"PJM Interconnection, LLC"
Denmark Solar,33.347128,-81.142844,,6,SC,South Carolina Electric & Gas Company
Dennis Landfill,41.693056,-70.145,0.13607,5,MA,ISO New England Inc.
Dennison,40.763056,-73.323611,0.12055,2,NY,New York Independent System Operator
Denver Braswell PV,31.3,-83.8,0.04941,1.4,GA,"Southern Company Services, Inc. - Trans"
Denver Int Airport,39.836789,-104.697149,0.15255,1.9,CO,Public Service Company of Colorado
Denver Intl Airport IV Solar,39.900556,-104.669444,0.22831,1.5,CO,Southwest Power Pool
Denver Metro Solar,39.759298,-104.621139,0.26448,1.6,CO,Public Service Company of Colorado
Depot Hill Solar CSG,42.153,-71.988,0.19098,2,MA,ISO New England Inc.
Depot Park Solar System,38.515,-121.398333,0.23151,3,CA,Balancing Authority of Northern California
"Depot Solar Center, LLC",37.276278,-79.116506,,15,VA,"PJM Interconnection, LLC"
Dept of General Services -FTB,38.565,-121.343,0.22497,2.7,CA,Balancing Authority of Northern California
Desert Green Solar Farm LLC,33.27055,-116.34805,0.24435,6.3,CA,California Independent System Operator
"Desert Harvest, LLC",33.8,-115.38,,150,CA,California Independent System Operator
Desert Hot Springs Solar,33.923056,-116.53,0.30911,2.3,CA,California Independent System Operator
Desert Quartzite,33.565,-114.753,,580,CA,California Independent System Operator
"Desert Sunlight 250, LLC",33.8055,-115.3947,0.28341,249.7,CA,California Independent System Operator
"Desert Sunlight 300, LLC",33.823056,-115.393889,0.2638,313.7,CA,California Independent System Operator
DeSoto Next Generation Solar Energy,27.3232,-81.8019,0.21407,25,FL,Florida Power & Light Company
Desper Solar,38.015735,-78.043131,,88.2,VA,"PJM Interconnection, LLC"
Dessie Solar Center LLC,34.302778,-78.835833,0.19925,4.8,NC,Duke Energy Progress East
Deutsche Bank- Piscataway Solar,40.545755,-74.4964,0.12968,1,NJ,"PJM Interconnection, LLC"
Devens,42.559173,-71.625875,0.16823,3,MA,ISO New England Inc.
DG AMP Solar Bowling Green,41.396,-83.582,0.23931,20,OH,"PJM Interconnection, LLC"
DG AMP Solar Brewster,40.702397,-81.58983,0,1.9,OH,"PJM Interconnection, LLC"
DG AMP Solar Coldwater,41.934117,-84.997244,0.16157,1.3,MI,"Midcontinent Independent Transmission System Operator, Inc.."
DG AMP Solar Front Royal,38.929,-78.18,0.20845,2.5,VA,"PJM Interconnection, LLC"
DG AMP Solar Jackson Center,40.444969,-84.047247,0.17002,1.6,OH,"PJM Interconnection, LLC"
DG AMP Solar Orrville 3,40.856428,-81.759461,0.142,2.3,OH,"PJM Interconnection, LLC"
DG AMP Solar Piqua Manier,40.13043,-84.25545,,12.6,OH,"PJM Interconnection, LLC"
DG AMP Solar Piqua Staunton,40.140866,-84.23148,0.03114,1.8,OH,"PJM Interconnection, LLC"
DG AMP Solar Smyrna,39.279702,-75.622424,0.11073,1.2,DE,"PJM Interconnection, LLC"
DG AMP Solar Versailles,40.2207,-84.4978,0.16533,1.8,OH,"PJM Interconnection, LLC"
DG Camden LLC Holtec,39.910969,-75.1186,0.20807,2.2,NJ,"PJM Interconnection, LLC"
DG Florham Park Solar LLC,40.777783,-74.427242,,2,NJ,"PJM Interconnection, LLC"
DG New Jersey Solar RLS Logistics,39.575217,-75.014147,0.12588,4,NJ,"PJM Interconnection, LLC"
Diamond Solar II,33.786193,-81.273625,,8.2,SC,South Carolina Electric & Gas Company
Diamond Valley Solar Project,33.713056,-117.0725,0.2104,1.3,CA,California Independent System Operator
Dibrell Farm,36.471667,-79.528056,0.19356,5,NC,Duke Energy Carolinas
Dickinson Solar Array,45.11444,-93.813799,0.13426,2.3,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Dignity - San Martin,36.057181,-115.272131,0.14384,1.7,NV,Nevada Power Company
Dignity - Siena Campus,36.004293,-115.115305,0.14432,1.4,NV,Nevada Power Company
Dinuba Wastewater Treatment Plant,36.538056,-119.426388,0.20685,1,CA,California Independent System Operator
Division 1,34.708333,-118.130556,0.21035,1.5,CA,California Independent System Operator
Division 2,34.708333,-118.130556,0.22226,1,CA,California Independent System Operator
Division 3,34.708333,-118.130556,0.2355,1,CA,California Independent System Operator
"Dix Solar, L.L.C",39.977433,-74.621862,0.17609,13,NJ,"PJM Interconnection, LLC"
Dixon Dairy Road Solar,35.199167,-81.410833,0.19361,4,NC,Duke Energy Carolinas
Dodge Center Solar,44.026007,-92.881554,0.21956,6.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Dodge Holdco Solar CSG,44.022374,-92.756972,0.14226,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
DodgeSun CSG,44.040418,-92.69,0.20452,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
DOE Golden NREL Main Campus,39.740896,-105.170993,0.09693,3.3,CO,Public Service Company of Colorado
DOE Golden NWTC Load Side,39.909,-105.2318,0,1.1,CO,Public Service Company of Colorado
"Dogwood Solar, LLC",36.125,-77.409167,0.20025,20,NC,"PJM Interconnection, LLC"
Domino Farms Solar,42.323377,-83.680252,0.14989,1,MI,"Midcontinent Independent Transmission System Operator, Inc.."
Dorchester Solar Site,42.300802,-71.047171,0.17089,1,MA,ISO New England Inc.
"Dougherty County Solar, LLC",31.512003,-84.044499,,120,GA,"Southern Company Services, Inc. - Trans"
Douglas Solar,42.06,-71.73,0.17723,2,MA,ISO New England Inc.
Dover Sun Park,39.183611,-75.504444,0.18452,10,DE,"PJM Interconnection, LLC"
Dow Jones South Brunswick Solar,40.369772,-74.58685,0.11157,4.1,NJ,"PJM Interconnection, LLC"
Downs Farm Solar,36.361944,-76.916944,0.19646,5,NC,"PJM Interconnection, LLC"
Downsville DPC Solar,44.81423,-91.8841,0.20719,1,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Dragstrip Farm,35.758056,-81.416111,0.20315,5,NC,Duke Energy Carolinas
Dry Bridge Solar (Brown University),41.55742,-71.50726,,40,RI,ISO New England Inc.
Dry Lake Solar,34.513333,-110.078333,,50,AZ,Arizona Public Service Company
Dryden Rd #2 Community Solar Farm,42.487821,-76.319983,,2,NY,New York Independent System Operator
DSH (CA) - Coalinga State Hospital,36.13726,-120.218453,0.27974,2,CA,California Independent System Operator
DSM Nutritional Products Solar,40.836806,-75.065465,0,10,NJ,"PJM Interconnection, LLC"
DSM Solar,40.843699,-75.065155,0.15,4.5,NJ,"PJM Interconnection, LLC"
Duanesburg,42.762173,-74.201552,0.13236,2,NY,New York Independent System Operator
Dublin Solar I,32.581,-82.926,0.17725,4.1,GA,"Southern Company Services, Inc. - Trans"
Duck Solar,35.438056,-81.865,,5,NC,Duke Energy Carolinas
Dudley Solar,42.0539,-71.9229,0.16036,1.9,MA,ISO New England Inc.
Duke Building 129,39.910833,-86.245278,0.13323,3.4,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Duke Building 87,39.890833,-86.255556,0.13572,2.7,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Duke Building 98,39.904722,-86.26,0.0923,2.7,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Dulles,34.030119,-117.517753,0.18276,2,CA,California Independent System Operator
Dundas Solar Holdings LLC CSG,44.439647,-93.197327,0.15274,5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Dunn,35.475,-78.548611,0.20348,2,NC,Duke Energy Progress East
Duplin Solar I LLC (160 Houston Lane),34.960083,-77.980388,0.18393,5,NC,Duke Energy Carolinas
Duplin Solar LLC,35.011944,-78.078333,0.20251,5,NC,Duke Energy Carolinas
Durham Solar,36.004941,-78.848475,0.19312,3.5,NC,Duke Energy Carolinas
DWW Solar ll,41.541596,-72.475018,,36.9,CT,ISO New England Inc.
Dynamic - Walpole,42.133208,-71.271945,0.16541,2,MA,ISO New England Inc.
E Nash PV1,35.964202,-78.098071,,20,NC,Duke Energy Carolinas
E&B Resources,35.534584,-119.060029,0.26164,1,CA,California Independent System Operator
EAFB - North Base,34.9325,-117.907222,0.26308,1.1,CA,California Independent System Operator
EAFB - South Base,34.917222,-117.900278,0.25457,1.1,CA,California Independent System Operator
Eagle Point Solar,42.400814,-122.82917,0.21544,9.9,OR,PacifiCorp - West
Eagle Shadow Mountain Solar Farm,36.629761,-114.684033,,300,NV,Nevada Power Company
Eagle Solar,36.458327,-78.155087,,4,NC,Duke Energy Carolinas
Eagle Springs Solar LLC,39.526111,-107.696111,0.17637,1,CO,Public Service Company of Colorado
"East Acres Solar NG, LLC",42.487476,-73.242331,0.08262,5.8,MA,ISO New England Inc.
East Amwell,40.443266,-74.876373,0.16749,1.8,NJ,"PJM Interconnection, LLC"
East Bridgewater Solar,42.059895,-70.981746,0.16706,2.3,MA,ISO New England Inc.
East Chicago,41.632222,-87.469167,0.1879,2,IN,"Midcontinent Independent Transmission System Operator, Inc.."
East Line Solar,32.84703,-111.565072,,100,AZ,Salt River Project
East Longmeadow Solar PV,42.046767,-72.459123,0,5,MA,ISO New England Inc.
East Orange Solar,40.747582,-74.335762,0.15188,4.5,NJ,"PJM Interconnection, LLC"
East Pecos Solar,31.000883,-102.281744,0.28365,118.5,TX,"Electric Reliability Council of Texas, Inc."
East Springfield Solar PV,42.14,-72.55,0.01941,1.4,MA,ISO New England Inc.
East Wayne Solar LLC,35.441667,-77.85,0.20942,2,NC,Duke Energy Progress East
Eastern Iowa Solar,41.596959,-91.036295,0.18988,1.8,IA,"Midcontinent Independent Transmission System Operator, Inc.."
"Eastern Shore Solar, LLC",37.943895,-75.569556,0.21927,80,VA,"PJM Interconnection, LLC"
Easthampton Landfill-City of Easthampton,42.286944,-72.701389,0.13566,1.9,MA,ISO New England Inc.
Easton Landfill,42.010278,-71.092222,0.14059,1.9,MA,ISO New England Inc.
Eastover Farm,34.742222,-79.463056,0.20429,5,NC,Duke Energy Progress East
"Eastway Solar, LLC",34.620938,-78.591689,,4.9,NC,Duke Energy Carolinas
Eastwood Solar,44.154526,-93.916561,0.2171,5.5,MN,"Midcontinent Independent Transmission System Operator, Inc.."
EBZ Solar,42.570556,-71.625,0.16073,2.5,MA,ISO New England Inc.
Echo River Solar,30.296207,-82.864333,,74.5,FL,Florida Power & Light Company
Eddy II,31.291151,-97.260738,0.00478,10,TX,"Electric Reliability Council of Texas, Inc."
Eden Solar LLC,35.148503,-79.636372,0.20366,47.7,NC,Duke Energy Carolinas
Edenton Solar,36.054,-76.544,,5,NC,"PJM Interconnection, LLC"
EDF Lancaster,42.529167,-71.665278,0.148,4.5,MA,ISO New England Inc.
Edison Solar II,33.244191,-81.386156,,4.8,SC,South Carolina Electric & Gas Company
Edwards Air Force Base,34.9077,-117.9206,0.08524,3,CA,California Independent System Operator
EE Waianae Solar Project,21.452002,-158.187888,0.26245,27.6,HI,Hawaiian Electric Co Inc
"EGP Stillwater Solar PV II, LLC",39.542041,-118.560147,0.22558,20,NV,Nevada Power Company
Egret Solar Center,30.28251,-82.18378,,74.5,FL,Florida Power & Light Company
Eichtens Community Solar,45.382662,-92.772538,0.1643,3.9,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Eichtens II CSG,45.396581,-92.782627,0.02249,1,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Eisenhower Solar,36.081841,-78.065691,,5,NC,Duke Energy Carolinas
El Dorado Springs Solar Farm,37.858706,-94.002631,0.13046,2.5,MO,"Associated Electric Cooperative, Inc."
ELACC Photovoltaic Power Facility,34.040278,-118.148056,,1,CA,California Independent System Operator
Elbe Solar Center,44.618,-121.205,0.12137,10,OR,PacifiCorp - West
Elevation Solar C,34.730263,-118.30425,0.33087,40,CA,California Independent System Operator
Elizabeth Mines Solar 1,43.823611,-72.33111,0.15897,5,VT,ISO New England Inc.
Elizabethtown Solar,40.152693,-76.581401,0.16022,2,PA,"PJM Interconnection, LLC"
Elkton Solar,39.603531,-75.836235,0.18836,1.6,MD,"PJM Interconnection, LLC"
Ellerbe,35.1,-79.73,0.18271,2,NC,Duke Energy Carolinas
Ellettsville Solar RES,39.25482,-86.656796,0.18888,1.1,IN,"Midcontinent Independent Transmission System Operator, Inc.."
Elliana Solar,36.131111,-79.3325,0.20032,5,NC,Duke Energy Carolinas
Ellis Solar,42.444628,-76.433237,,18,NY,New York Independent System Operator
Elm City Solar Facility,35.781111,-77.846944,0.22653,40,NC,Duke Energy Progress East
"Elm Solar, LLC",35.453828,-79.189525,0.2116,5,NC,Duke Energy Carolinas
Elroy Solar,43.732,-90.025,,1.5,WI,"Midcontinent Independent Transmission System Operator, Inc.."
Emmitsburg Solar Arrays,39.69373,-77.314427,0.16109,1.7,MD,"PJM Interconnection, LLC"
Empire Solar,44.66438,-93.108809,0.13138,7,MN,"Midcontinent Independent Transmission System Operator, Inc.."
Enerparc CA1 LLC,36.831667,-121.404167,0.27884,1.5,CA,California Independent System Operator
"Enerparc CA2, LLC",39.69898,-122.175583,0.2624,1.5,CA,PacifiCorp - West
Enfield Community Solar,42.453307,-76.594813,0.14916,1.8,NY,New York Independent System Operator
Engelhard Solar LLC,40.33,-74.4625,0.10399,1.1,NJ,"PJM Interconnection, LLC"
